employee_id,employee_name,email,department,position,manager,employment_type,employment_status,hire_date,termination_date,tenure_years,termination_reason,termination_category,tenure_band
61,Eric Tanner,employee61@uptime-solutions.com,Finance,Financial Analyst,Michael Shaffer,Part-Time,Active,2025-01-12,,1,,Active / Unknown,0-1 Year
62,Leslie Carter,employee62@uptime-solutions.com,Finance,Financial Analyst,Nicole Smith,Part-Time,Active,2024-09-14,,1,,Active / Unknown,0-1 Year
63,Nathaniel Johnson,employee63@uptime-solutions.com,Human Resources,HR Specialist,Joseph Archer,Part-Time,Active,2020-04-03,,6,,Active / Unknown,6+ Years
65,Linda King,employee65@uptime-solutions.com,Information Technology,Software Developer,Nicole Smith,Contract,Active,2022-10-23,,3,,Active / Unknown,2-3 Years
67,Anne Stevens,employee67@uptime-solutions.com,Sales,Sales Representative,Amy Love,Contract,Active,2022-11-19,,3,,Active / Unknown,2-3 Years
70,Luis Barry,employee70@uptime-solutions.com,Operations,Operations Manager,Ian Lyons,Contract,Active,2025-05-28,,1,,Active / Unknown,0-1 Year
75,Jonathan Santos,employee75@uptime-solutions.com,Information Technology,Software Developer,Wesley Lloyd,Contract,Active,2020-09-01,,6,,Active / Unknown,6+ Years
76,Bradley Clark,employee76@uptime-solutions.com,Human Resources,HR Specialist,Mark Baker,Temporary,Active,2022-10-05,,3,,Active / Unknown,2-3 Years
82,Claire Jones,employee82@uptime-solutions.com,Human Resources,HR Specialist,Tricia Stephens,Temporary,Active,2021-10-22,,4,,Active / Unknown,4-5 Years
89,Ruben Summers,employee89@uptime-solutions.com,Information Technology,Software Developer,Wesley Lloyd,Temporary,Active,2024-10-29,,1,,Active / Unknown,0-1 Year
90,Sharon Hunter,employee90@uptime-solutions.com,Sales,Sales Representative,Travis Wheeler,Temporary,Active,2022-09-30,,3,,Active / Unknown,2-3 Years
100,Courtney Smith,employee100@uptime-solutions.com,Sales,Sales Representative,Paul Thompson,Full-Time,Active,2020-03-13,,6,,Active / Unknown,6+ Years
104,Justin Hernandez,employee104@uptime-solutions.com,Sales,Sales Representative,Kevin Miller,Full-Time,Active,2023-02-09,,3,,Active / Unknown,2-3 Years
105,Billy Patton,employee105@uptime-solutions.com,Finance,Financial Analyst,Mark Baker,Contract,Active,2020-06-17,,6,,Active / Unknown,6+ Years
108,Shelia Beard,employee108@uptime-solutions.com,Sales,Sales Representative,Tricia Stephens,Full-Time,Active,2023-03-18,,3,,Active / Unknown,2-3 Years
110,Leonard West,employee110@uptime-solutions.com,Operations,Operations Manager,Joseph Archer,Temporary,Active,2025-08-12,,1,,Active / Unknown,0-1 Year
112,Elizabeth White,employee112@uptime-solutions.com,Sales,Sales Representative,Michael Shaffer,Contract,Active,2024-11-04,,1,,Active / Unknown,0-1 Year
115,Kevin Simon,employee115@uptime-solutions.com,Information Technology,Data Analyst,Ian Lyons,Contract,Active,2020-07-04,,6,,Active / Unknown,6+ Years
120,Emily Long,employee120@uptime-solutions.com,Operations,Operations Manager,Paul Thompson,Part-Time,Active,2020-08-15,,6,,Active / Unknown,6+ Years
124,Brian Sanchez,employee124@uptime-solutions.com,Operations,Operations Manager,Debra Pratt,Contract,Active,2020-05-08,,6,,Active / Unknown,6+ Years
125,Roberto Sanchez,employee125@uptime-solutions.com,Finance,Financial Analyst,Benjamin Cole,Part-Time,Active,2024-11-10,,1,,Active / Unknown,0-1 Year
126,Joshua Stanley,employee126@uptime-solutions.com,Finance,Financial Analyst,Kevin Miller,Contract,Active,2025-05-03,,1,,Active / Unknown,0-1 Year
151,Chad Richardson,employee151@uptime-solutions.com,Operations,Field Technician,Alicia Fisher,Temporary,Active,2022-05-22,,4,,Active / Unknown,4-5 Years
153,John Martin,employee153@uptime-solutions.com,Human Resources,HR Specialist,Karen Richardson,Part-Time,Active,2023-03-12,,3,,Active / Unknown,2-3 Years
154,Deborah Baker,employee154@uptime-solutions.com,Finance,Financial Analyst,Wesley Lloyd,Part-Time,Active,2025-05-15,,1,,Active / Unknown,0-1 Year
156,Deanna Meyers,employee156@uptime-solutions.com,Human Resources,HR Specialist,Mark Baker,Part-Time,Active,2020-06-15,,6,,Active / Unknown,6+ Years
157,David Adkins,employee157@uptime-solutions.com,Finance,Financial Analyst,Benjamin Cole,Contract,Active,2023-04-13,,3,,Active / Unknown,2-3 Years
159,Eric Avila,employee159@uptime-solutions.com,Sales,Sales Representative,Brenda Odom,Full-Time,Active,2022-06-21,,4,,Active / Unknown,4-5 Years
164,James Brown,employee164@uptime-solutions.com,Finance,Financial Analyst,Wesley Lloyd,Part-Time,Active,2022-08-22,,4,,Active / Unknown,4-5 Years
169,John Warner,employee169@uptime-solutions.com,Sales,Sales Representative,Richard Dudley,Contract,Active,2020-01-29,,6,,Active / Unknown,6+ Years
170,Michelle Kirby,employee170@uptime-solutions.com,Operations,Operations Manager,Jill Romero,Part-Time,Active,2022-09-10,,3,,Active / Unknown,2-3 Years
171,Derek Stewart,employee171@uptime-solutions.com,Finance,Financial Analyst,Paul Thompson,Part-Time,Active,2023-01-01,,3,,Active / Unknown,2-3 Years
172,Rachel Smith,employee172@uptime-solutions.com,Operations,Operations Manager,Wesley Lloyd,Full-Time,Active,2023-07-13,,3,,Active / Unknown,2-3 Years
175,Frank Rodriguez,employee175@uptime-solutions.com,Operations,Operations Manager,Travis Wheeler,Contract,Active,2020-02-21,,6,,Active / Unknown,6+ Years
176,Jerome Raymond,employee176@uptime-solutions.com,Human Resources,HR Specialist,Paul Thompson,Part-Time,Active,2020-03-27,,6,,Active / Unknown,6+ Years
177,Sean Frost,employee177@uptime-solutions.com,Human Resources,HR Specialist,Wesley Lloyd,Part-Time,Active,2024-12-22,,1,,Active / Unknown,0-1 Year
180,James Stokes,employee180@uptime-solutions.com,Sales,Sales Representative,Mark Baker,Part-Time,Active,2025-01-22,,1,,Active / Unknown,0-1 Year
182,Karen Donaldson,employee182@uptime-solutions.com,Sales,Sales Representative,Alicia Fisher,Temporary,Active,2023-05-21,,3,,Active / Unknown,2-3 Years
189,Glenn Williams,employee189@uptime-solutions.com,Information Technology,Data Analyst,Alicia Fisher,Part-Time,Active,2023-01-02,,3,,Active / Unknown,2-3 Years
190,Judy Benton,employee190@uptime-solutions.com,Operations,Field Technician,Debra Pratt,Temporary,Active,2024-12-28,,1,,Active / Unknown,0-1 Year
191,Matthew Jacobson,employee191@uptime-solutions.com,Finance,Financial Analyst,Ian Lyons,Contract,Active,2021-12-12,,4,,Active / Unknown,4-5 Years
199,Jordan Ramos,employee199@uptime-solutions.com,Operations,Operations Manager,Joseph Archer,Contract,Active,2022-08-28,,4,,Active / Unknown,4-5 Years
203,Monique Fowler,employee203@uptime-solutions.com,Sales,Sales Representative,Amy Love,Part-Time,Active,2023-05-15,,3,,Active / Unknown,2-3 Years
217,Patricia Meyer,employee217@uptime-solutions.com,Operations,Operations Manager,Jill Romero,Full-Time,Active,2022-05-05,,4,,Active / Unknown,4-5 Years
219,Patricia Davis,employee219@uptime-solutions.com,Operations,Operations Manager,Kevin Miller,Full-Time,Active,2020-06-12,,6,,Active / Unknown,6+ Years
220,Mark Welch,employee220@uptime-solutions.com,Operations,Operations Manager,Jenny Cook,Temporary,Active,2021-09-30,,4,,Active / Unknown,4-5 Years
221,Jeremy Salazar,employee221@uptime-solutions.com,Sales,Sales Representative,Mark Baker,Temporary,Active,2025-03-05,,1,,Active / Unknown,0-1 Year
222,Brandon Armstrong,employee222@uptime-solutions.com,Operations,Operations Manager,Richard Dudley,Full-Time,Active,2020-02-22,,6,,Active / Unknown,6+ Years
223,Thomas Wagner,employee223@uptime-solutions.com,Information Technology,Data Analyst,Jill Romero,Temporary,Active,2021-09-24,,4,,Active / Unknown,4-5 Years
226,Derek Simon,employee226@uptime-solutions.com,Human Resources,HR Specialist,Benjamin Cole,Contract,Active,2023-01-05,,3,,Active / Unknown,2-3 Years
227,Charles Jennings,employee227@uptime-solutions.com,Information Technology,Software Developer,Benjamin Cole,Part-Time,Active,2020-04-17,,6,,Active / Unknown,6+ Years
228,Samuel Rodriguez,employee228@uptime-solutions.com,Information Technology,Data Analyst,Karen Richardson,Temporary,Active,2025-01-14,,1,,Active / Unknown,0-1 Year
230,Laurie Morton,employee230@uptime-solutions.com,Sales,Sales Representative,Karen Richardson,Part-Time,Active,2023-08-03,,3,,Active / Unknown,2-3 Years
238,Katherine Moore,employee238@uptime-solutions.com,Finance,Financial Analyst,Mark Baker,Part-Time,Active,2021-12-14,,4,,Active / Unknown,4-5 Years
239,Shannon Padilla,employee239@uptime-solutions.com,Operations,Field Technician,Ian Lyons,Full-Time,Active,2022-05-30,,4,,Active / Unknown,4-5 Years
240,Katie Johnson,employee240@uptime-solutions.com,Finance,Financial Analyst,Michael Shaffer,Full-Time,Active,2024-11-10,,1,,Active / Unknown,0-1 Year
254,Madison Rodriguez,employee254@uptime-solutions.com,Information Technology,Software Developer,Joseph Archer,Part-Time,Active,2023-09-03,,3,,Active / Unknown,2-3 Years
258,Bill Johnson,employee258@uptime-solutions.com,Information Technology,Software Developer,Richard Dudley,Contract,Active,2021-12-22,,4,,Active / Unknown,4-5 Years
259,Ashley Holloway,employee259@uptime-solutions.com,Operations,Operations Manager,Paul Thompson,Part-Time,Active,2022-07-19,,4,,Active / Unknown,4-5 Years
263,John Hoffman,employee263@uptime-solutions.com,Finance,Financial Analyst,Benjamin Cole,Contract,Active,2025-07-30,,1,,Active / Unknown,0-1 Year
264,Jeffrey Tate,employee264@uptime-solutions.com,Sales,Sales Representative,Richard Dudley,Temporary,Active,2022-02-14,,4,,Active / Unknown,4-5 Years
266,Matthew Alvarado,employee266@uptime-solutions.com,Operations,Operations Manager,Paul Thompson,Temporary,Active,2023-07-13,,3,,Active / Unknown,2-3 Years
267,Melissa Olsen,employee267@uptime-solutions.com,Operations,Operations Manager,Mark Baker,Contract,Active,2022-04-27,,4,,Active / Unknown,4-5 Years
271,Dwayne Parks,employee271@uptime-solutions.com,Finance,Financial Analyst,Debra Pratt,Full-Time,Active,2025-07-24,,1,,Active / Unknown,0-1 Year
272,Pamela Henderson,employee272@uptime-solutions.com,Human Resources,HR Specialist,Benjamin Cole,Contract,Active,2020-05-25,,6,,Active / Unknown,6+ Years
275,Andrew Wagner,employee275@uptime-solutions.com,Finance,Financial Analyst,Michael Shaffer,Part-Time,Active,2020-08-11,,6,,Active / Unknown,6+ Years
276,Carlos Flores,employee276@uptime-solutions.com,Information Technology,Software Developer,Wesley Lloyd,Part-Time,Active,2022-09-05,,3,,Active / Unknown,2-3 Years
289,Jeffrey Hicks,employee289@uptime-solutions.com,Finance,Financial Analyst,Alicia Fisher,Full-Time,Active,2020-04-25,,6,,Active / Unknown,6+ Years
290,John Charles,employee290@uptime-solutions.com,Sales,Sales Representative,Paul Thompson,Temporary,Active,2022-04-14,,4,,Active / Unknown,4-5 Years
293,Jennifer Hernandez,employee293@uptime-solutions.com,Finance,Financial Analyst,Jill Romero,Full-Time,Active,2020-05-17,,6,,Active / Unknown,6+ Years
297,Erica Watts,employee297@uptime-solutions.com,Operations,Field Technician,Travis Wheeler,Full-Time,Active,2020-09-04,,6,,Active / Unknown,6+ Years
302,Ashley Stevens,employee302@uptime-solutions.com,Information Technology,Data Analyst,Wesley Lloyd,Part-Time,Active,2023-05-18,,3,,Active / Unknown,2-3 Years
303,Gary Blake,employee303@uptime-solutions.com,Finance,Financial Analyst,Michael Shaffer,Temporary,Active,2020-04-16,,6,,Active / Unknown,6+ Years
306,Michael Tapia,employee306@uptime-solutions.com,Information Technology,Software Developer,Richard Dudley,Temporary,Active,2021-09-21,,4,,Active / Unknown,4-5 Years
307,Kristy Kelley,employee307@uptime-solutions.com,Operations,Operations Manager,Jenny Cook,Temporary,Active,2020-05-27,,6,,Active / Unknown,6+ Years
308,Jeremy Tucker,employee308@uptime-solutions.com,Sales,Sales Representative,Nicole Smith,Part-Time,Active,2022-06-16,,4,,Active / Unknown,4-5 Years
310,Christian Cowan,employee310@uptime-solutions.com,Information Technology,Software Developer,Jenny Cook,Part-Time,Active,2022-02-07,,4,,Active / Unknown,4-5 Years
311,Nathan Wiley,employee311@uptime-solutions.com,Sales,Sales Representative,Wesley Lloyd,Contract,Active,2023-02-01,,3,,Active / Unknown,2-3 Years
315,Monica Robles,employee315@uptime-solutions.com,Finance,Financial Analyst,Mark Baker,Temporary,Active,2023-03-04,,3,,Active / Unknown,2-3 Years
321,James Mueller,employee321@uptime-solutions.com,Information Technology,Data Analyst,Amy Love,Contract,Active,2022-05-30,,4,,Active / Unknown,4-5 Years
322,John Carpenter,employee322@uptime-solutions.com,Information Technology,Software Developer,Karen Richardson,Part-Time,Active,2020-01-02,,6,,Active / Unknown,6+ Years
324,Kathy Ross,employee324@uptime-solutions.com,Information Technology,Software Developer,Paul Thompson,Full-Time,Active,2023-08-06,,3,,Active / Unknown,2-3 Years
325,Erica Sellers,employee325@uptime-solutions.com,Operations,Operations Manager,Alicia Fisher,Contract,Active,2025-06-07,,1,,Active / Unknown,0-1 Year
331,Paul Taylor,employee331@uptime-solutions.com,Finance,Financial Analyst,Karen Richardson,Full-Time,Active,2025-06-26,,1,,Active / Unknown,0-1 Year
333,Jill Bridges,employee333@uptime-solutions.com,Finance,Financial Analyst,Tricia Stephens,Temporary,Active,2020-04-21,,6,,Active / Unknown,6+ Years
334,Jacob Hernandez,employee334@uptime-solutions.com,Information Technology,Software Developer,Richard Dudley,Temporary,Active,2020-04-04,,6,,Active / Unknown,6+ Years
338,Scott White,employee338@uptime-solutions.com,Human Resources,HR Specialist,Wesley Lloyd,Full-Time,Active,2023-01-07,,3,,Active / Unknown,2-3 Years
343,Sierra Trevino,employee343@uptime-solutions.com,Human Resources,HR Specialist,Jill Romero,Contract,Active,2022-10-02,,3,,Active / Unknown,2-3 Years
347,Amy Guerra,employee347@uptime-solutions.com,Information Technology,Software Developer,Jenny Cook,Full-Time,Active,2025-04-20,,1,,Active / Unknown,0-1 Year
348,Teresa Ware,employee348@uptime-solutions.com,Human Resources,HR Specialist,Mark Baker,Contract,Active,2022-12-09,,3,,Active / Unknown,2-3 Years
349,Bonnie Watts,employee349@uptime-solutions.com,Operations,Field Technician,Tricia Stephens,Part-Time,Active,2021-11-16,,4,,Active / Unknown,4-5 Years
352,Kristine Hernandez,employee352@uptime-solutions.com,Operations,Operations Manager,Benjamin Cole,Temporary,Active,2025-05-08,,1,,Active / Unknown,0-1 Year
357,Emily Wilson,employee357@uptime-solutions.com,Finance,Financial Analyst,Mark Baker,Part-Time,Active,2023-07-26,,3,,Active / Unknown,2-3 Years
359,Thomas Skinner,employee359@uptime-solutions.com,Operations,Field Technician,Kevin Miller,Temporary,Active,2020-03-18,,6,,Active / Unknown,6+ Years
362,Daniel Cox,employee362@uptime-solutions.com,Operations,Field Technician,Amy Love,Temporary,Active,2025-08-28,,1,,Active / Unknown,0-1 Year
364,Natalie Hamilton,employee364@uptime-solutions.com,Sales,Sales Representative,Michael Shaffer,Contract,Active,2021-10-07,,4,,Active / Unknown,4-5 Years
365,Alexander Thornton,employee365@uptime-solutions.com,Operations,Field Technician,Amy Love,Temporary,Active,2020-03-05,,6,,Active / Unknown,6+ Years
367,Catherine Campbell,employee367@uptime-solutions.com,Information Technology,Data Analyst,Kevin Miller,Full-Time,Active,2022-11-09,,3,,Active / Unknown,2-3 Years
374,Stacey Lang,employee374@uptime-solutions.com,Operations,Field Technician,Wesley Lloyd,Temporary,Active,2023-08-17,,3,,Active / Unknown,2-3 Years
379,Rebecca Scott,employee379@uptime-solutions.com,Operations,Field Technician,Amy Love,Part-Time,Active,2023-01-05,,3,,Active / Unknown,2-3 Years
384,Kristen Johnson,employee384@uptime-solutions.com,Information Technology,Software Developer,Brenda Odom,Contract,Active,2020-05-12,,6,,Active / Unknown,6+ Years
388,Connor Howard,employee388@uptime-solutions.com,Operations,Operations Manager,Mark Baker,Full-Time,Active,2024-09-05,,1,,Active / Unknown,0-1 Year
393,Gregory Phillips,employee393@uptime-solutions.com,Operations,Field Technician,Kevin Miller,Temporary,Active,2023-04-20,,3,,Active / Unknown,2-3 Years
396,Michelle Anderson,employee396@uptime-solutions.com,Sales,Sales Representative,Jill Romero,Part-Time,Active,2022-03-05,,4,,Active / Unknown,4-5 Years
398,Marie Ward,employee398@uptime-solutions.com,Operations,Operations Manager,Tricia Stephens,Contract,Active,2025-04-26,,1,,Active / Unknown,0-1 Year
399,Vincent Strickland,employee399@uptime-solutions.com,Finance,Financial Analyst,Amy Love,Contract,Active,2020-06-11,,6,,Active / Unknown,6+ Years
400,Barbara Campos,employee400@uptime-solutions.com,Human Resources,HR Specialist,Nicole Smith,Contract,Active,2025-01-30,,1,,Active / Unknown,0-1 Year
401,Richard Hayes,employee401@uptime-solutions.com,Information Technology,Software Developer,Ian Lyons,Part-Time,Active,2023-07-29,,3,,Active / Unknown,2-3 Years
403,Travis Moore,employee403@uptime-solutions.com,Finance,Financial Analyst,Travis Wheeler,Part-Time,Active,2021-11-16,,4,,Active / Unknown,4-5 Years
405,David Freeman,employee405@uptime-solutions.com,Operations,Field Technician,Tricia Stephens,Contract,Active,2025-04-01,,1,,Active / Unknown,0-1 Year
413,Heather Brown,employee413@uptime-solutions.com,Finance,Financial Analyst,Debra Pratt,Contract,Active,2025-04-12,,1,,Active / Unknown,0-1 Year
414,William Ramirez,employee414@uptime-solutions.com,Operations,Operations Manager,Jill Romero,Part-Time,Active,2025-06-16,,1,,Active / Unknown,0-1 Year
416,Christine Spencer,employee416@uptime-solutions.com,Finance,Financial Analyst,Jill Romero,Temporary,Active,2025-03-11,,1,,Active / Unknown,0-1 Year
417,Donald Lopez,employee417@uptime-solutions.com,Information Technology,Software Developer,Michael Shaffer,Contract,Active,2022-01-17,,4,,Active / Unknown,4-5 Years
419,Keith Little,employee419@uptime-solutions.com,Sales,Sales Representative,Karen Richardson,Temporary,Active,2022-02-23,,4,,Active / Unknown,4-5 Years
420,Sophia Hendricks,employee420@uptime-solutions.com,Finance,Financial Analyst,Karen Richardson,Part-Time,Active,2025-06-28,,1,,Active / Unknown,0-1 Year
423,Walter Collins,employee423@uptime-solutions.com,Operations,Operations Manager,Benjamin Cole,Temporary,Active,2020-03-21,,6,,Active / Unknown,6+ Years
424,Janet Douglas,employee424@uptime-solutions.com,Operations,Field Technician,Nicole Smith,Full-Time,Active,2020-03-12,,6,,Active / Unknown,6+ Years
425,John Perez,employee425@uptime-solutions.com,Sales,Sales Representative,Mark Baker,Contract,Active,2021-10-05,,4,,Active / Unknown,4-5 Years
428,Margaret Sullivan,employee428@uptime-solutions.com,Human Resources,HR Specialist,Travis Wheeler,Temporary,Active,2022-11-11,,3,,Active / Unknown,2-3 Years
431,Danielle Dixon,employee431@uptime-solutions.com,Human Resources,HR Specialist,Richard Dudley,Full-Time,Active,2021-10-04,,4,,Active / Unknown,4-5 Years
432,Taylor Harrison,employee432@uptime-solutions.com,Operations,Field Technician,Wesley Lloyd,Full-Time,Active,2022-11-19,,3,,Active / Unknown,2-3 Years
433,Stephanie Powell,employee433@uptime-solutions.com,Sales,Sales Representative,Benjamin Cole,Part-Time,Active,2022-04-04,,4,,Active / Unknown,4-5 Years
443,Christy Fuller,employee443@uptime-solutions.com,Sales,Sales Representative,Amy Love,Temporary,Active,2023-01-03,,3,,Active / Unknown,2-3 Years
454,Stephanie Espinoza,employee454@uptime-solutions.com,Information Technology,Data Analyst,Debra Pratt,Temporary,Active,2022-07-03,,4,,Active / Unknown,4-5 Years
458,Nathan Vance,employee458@uptime-solutions.com,Information Technology,Data Analyst,Nicole Smith,Part-Time,Active,2022-12-01,,3,,Active / Unknown,2-3 Years
461,Valerie Sanders,employee461@uptime-solutions.com,Information Technology,Software Developer,Tricia Stephens,Part-Time,Active,2022-06-02,,4,,Active / Unknown,4-5 Years
462,Kelly Ortiz,employee462@uptime-solutions.com,Information Technology,Data Analyst,Alicia Fisher,Contract,Active,2021-10-29,,4,,Active / Unknown,4-5 Years
465,Manuel Griffith,employee465@uptime-solutions.com,Finance,Financial Analyst,Richard Dudley,Full-Time,Active,2021-12-30,,4,,Active / Unknown,4-5 Years
466,Robert Owen,employee466@uptime-solutions.com,Finance,Financial Analyst,Jenny Cook,Full-Time,Active,2020-08-04,,6,,Active / Unknown,6+ Years
467,Paul Salinas,employee467@uptime-solutions.com,Operations,Operations Manager,Amy Love,Contract,Active,2022-01-05,,4,,Active / Unknown,4-5 Years
470,Lauren Watson,employee470@uptime-solutions.com,Human Resources,HR Specialist,Kevin Miller,Temporary,Active,2022-11-15,,3,,Active / Unknown,2-3 Years
479,Brian Marshall,employee479@uptime-solutions.com,Sales,Sales Representative,Jenny Cook,Part-Time,Active,2023-02-24,,3,,Active / Unknown,2-3 Years
480,Tonya Leon,employee480@uptime-solutions.com,Finance,Financial Analyst,Wesley Lloyd,Contract,Active,2022-01-31,,4,,Active / Unknown,4-5 Years
487,Janice Ware,employee487@uptime-solutions.com,Human Resources,HR Specialist,Michael Shaffer,Contract,Active,2020-08-24,,6,,Active / Unknown,6+ Years
488,Jacqueline Murphy,employee488@uptime-solutions.com,Operations,Operations Manager,Amy Love,Full-Time,Active,2022-12-02,,3,,Active / Unknown,2-3 Years
493,Jonathan Gonzalez,employee493@uptime-solutions.com,Information Technology,Data Analyst,Wesley Lloyd,Contract,Active,2024-12-19,,1,,Active / Unknown,0-1 Year
494,Michelle Charles,employee494@uptime-solutions.com,Finance,Financial Analyst,Michael Shaffer,Full-Time,Active,2024-11-09,,1,,Active / Unknown,0-1 Year
495,Keith Stewart,employee495@uptime-solutions.com,Sales,Sales Representative,Jenny Cook,Full-Time,Active,2023-03-12,,3,,Active / Unknown,2-3 Years
11,Melissa Harris,employee11@uptime-solutions.com,Information Technology,Data Analyst,No Manager,Contract,Active,2020-09-05,,5,,Active / Unknown,4-5 Years
13,Nicole Smith,employee13@uptime-solutions.com,Human Resources,HR Specialist,No Manager,Full-Time,Active,2020-10-15,,5,,Active / Unknown,4-5 Years
28,Victor Roth,employee28@uptime-solutions.com,Operations,Field Technician,Debra Pratt,Contract,Active,2021-02-10,,5,,Active / Unknown,4-5 Years
43,Philip Marshall,employee43@uptime-solutions.com,Information Technology,Software Developer,Michael Shaffer,Part-Time,Active,2020-12-16,,5,,Active / Unknown,4-5 Years
44,Donald Lawrence,employee44@uptime-solutions.com,Human Resources,HR Specialist,Mark Baker,Contract,Active,2021-09-03,,5,,Active / Unknown,4-5 Years
45,Tony Hess,employee45@uptime-solutions.com,Operations,Field Technician,Richard Dudley,Full-Time,Active,2021-04-24,,5,,Active / Unknown,4-5 Years
64,Steven White,employee64@uptime-solutions.com,Information Technology,Software Developer,Benjamin Cole,Full-Time,Active,2021-08-23,,5,,Active / Unknown,4-5 Years
73,Mike Henry,employee73@uptime-solutions.com,Sales,Sales Representative,Debra Pratt,Contract,Active,2021-05-23,,5,,Active / Unknown,4-5 Years
88,Travis Sloan,employee88@uptime-solutions.com,Human Resources,HR Specialist,Wesley Lloyd,Part-Time,Active,2021-01-01,,5,,Active / Unknown,4-5 Years
96,Courtney Martin,employee96@uptime-solutions.com,Information Technology,Software Developer,Melissa Harris,Full-Time,Active,2021-02-21,,5,,Active / Unknown,4-5 Years
113,Ellen Bailey,employee113@uptime-solutions.com,Information Technology,Software Developer,Amy Love,Temporary,Active,2020-09-12,,5,,Active / Unknown,4-5 Years
119,Tamara Gould,employee119@uptime-solutions.com,Information Technology,Data Analyst,Travis Wheeler,Part-Time,Active,2021-02-06,,5,,Active / Unknown,4-5 Years
136,Aaron Kim,employee136@uptime-solutions.com,Human Resources,HR Specialist,Jill Romero,Contract,Active,2021-03-17,,5,,Active / Unknown,4-5 Years
142,Kimberly Bradley,employee142@uptime-solutions.com,Sales,Sales Representative,Nicole Smith,Contract,Active,2021-04-30,,5,,Active / Unknown,4-5 Years
163,Tammy Gay,employee163@uptime-solutions.com,Sales,Sales Representative,Melissa Harris,Part-Time,Active,2020-11-13,,5,,Active / Unknown,4-5 Years
167,Christopher Vance,employee167@uptime-solutions.com,Finance,Financial Analyst,Benjamin Cole,Contract,Active,2020-09-17,,5,,Active / Unknown,4-5 Years
178,Michelle Brewer,employee178@uptime-solutions.com,Finance,Financial Analyst,Tricia Stephens,Temporary,Active,2021-04-03,,5,,Active / Unknown,4-5 Years
181,Gregory Davis,employee181@uptime-solutions.com,Operations,Operations Manager,Joseph Archer,Part-Time,Active,2020-11-26,,5,,Active / Unknown,4-5 Years
188,Christopher Wallace,employee188@uptime-solutions.com,Finance,Financial Analyst,Jenny Cook,Temporary,Active,2021-03-23,,5,,Active / Unknown,4-5 Years
195,Danielle Price,employee195@uptime-solutions.com,Sales,Sales Representative,Kevin Miller,Part-Time,Active,2021-06-26,,5,,Active / Unknown,4-5 Years
207,Heather Williams,employee207@uptime-solutions.com,Operations,Operations Manager,Alicia Fisher,Part-Time,Active,2021-07-01,,5,,Active / Unknown,4-5 Years
213,Joshua Thomas,employee213@uptime-solutions.com,Information Technology,Data Analyst,Joseph Archer,Contract,Active,2021-07-22,,5,,Active / Unknown,4-5 Years
218,Melissa Davis,employee218@uptime-solutions.com,Operations,Operations Manager,Tricia Stephens,Full-Time,Active,2020-09-06,,5,,Active / Unknown,4-5 Years
224,Sara Jackson,employee224@uptime-solutions.com,Operations,Field Technician,Mark Baker,Part-Time,Active,2021-04-30,,5,,Active / Unknown,4-5 Years
235,Tracy Guzman,employee235@uptime-solutions.com,Information Technology,Data Analyst,Amy Love,Contract,Active,2021-07-07,,5,,Active / Unknown,4-5 Years
236,David Sanchez,employee236@uptime-solutions.com,Information Technology,Data Analyst,Paul Thompson,Contract,Active,2021-05-02,,5,,Active / Unknown,4-5 Years
241,Gregory Morgan,employee241@uptime-solutions.com,Human Resources,HR Specialist,Ian Lyons,Temporary,Active,2021-08-22,,5,,Active / Unknown,4-5 Years
243,Donald Mclaughlin,employee243@uptime-solutions.com,Finance,Financial Analyst,Nicole Smith,Part-Time,Active,2020-11-30,,5,,Active / Unknown,4-5 Years
251,Michael Smith,employee251@uptime-solutions.com,Human Resources,HR Specialist,Melissa Harris,Contract,Active,2021-06-02,,5,,Active / Unknown,4-5 Years
269,Savannah Rodriguez,employee269@uptime-solutions.com,Human Resources,HR Specialist,Alicia Fisher,Full-Time,Active,2020-10-10,,5,,Active / Unknown,4-5 Years
279,Jill Johnson,employee279@uptime-solutions.com,Information Technology,Data Analyst,Tricia Stephens,Contract,Active,2021-03-30,,5,,Active / Unknown,4-5 Years
282,Andrew Gutierrez,employee282@uptime-solutions.com,Information Technology,Data Analyst,Michael Shaffer,Full-Time,Active,2020-12-15,,5,,Active / Unknown,4-5 Years
291,Linda Patterson,employee291@uptime-solutions.com,Human Resources,HR Specialist,Jill Romero,Part-Time,Active,2021-08-08,,5,,Active / Unknown,4-5 Years
298,Robert Fisher,employee298@uptime-solutions.com,Operations,Operations Manager,Paul Thompson,Temporary,Active,2021-07-16,,5,,Active / Unknown,4-5 Years
300,Kevin Becker,employee300@uptime-solutions.com,Finance,Financial Analyst,Alicia Fisher,Temporary,Active,2021-04-16,,5,,Active / Unknown,4-5 Years
330,Carol Williamson,employee330@uptime-solutions.com,Operations,Operations Manager,Ian Lyons,Full-Time,Active,2021-07-21,,5,,Active / Unknown,4-5 Years
337,Emma Bennett,employee337@uptime-solutions.com,Information Technology,Software Developer,Paul Thompson,Contract,Active,2021-07-03,,5,,Active / Unknown,4-5 Years
340,Jessica Black,employee340@uptime-solutions.com,Sales,Sales Representative,Joseph Archer,Contract,Active,2020-12-08,,5,,Active / Unknown,4-5 Years
361,Amber Smith,employee361@uptime-solutions.com,Human Resources,HR Specialist,Wesley Lloyd,Temporary,Active,2020-12-03,,5,,Active / Unknown,4-5 Years
