employee_id,first_name,last_name,date_of_birth,photo_url,email,department_id,position_id,manager_id,employment_type_id,employment_status_id,hire_date,termination_date,termination_reason_id,created_at,updated_at,gender
147,Kimberly,Curry,1975-01-26,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee147@uptime-solutions.com,2,3,18,2,2,2023-10-23,,,2026-07-26,2026-07-26,
148,Thomas,Wyatt,1995-09-15,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee148@uptime-solutions.com,1,2,12,2,3,2025-10-05,2025-10-20,5,2026-07-26,2026-07-26,
149,Kelly,Wu,1981-02-28,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee149@uptime-solutions.com,3,4,10,4,3,2022-04-20,2025-01-08,5,2026-07-26,2026-07-26,
150,Kenneth,Fields,1978-11-06,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee150@uptime-solutions.com,4,5,9,4,3,2021-01-23,2021-09-30,8,2026-07-26,2026-07-26,
151,Chad,Richardson,1991-11-06,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee151@uptime-solutions.com,4,5,19,4,2,2022-05-22,,,2026-07-26,2026-07-26,
152,Kenneth,Henderson,1965-12-21,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee152@uptime-solutions.com,4,6,5,2,2,2024-05-08,,,2026-07-26,2026-07-26,
153,John,Martin,1979-07-25,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee153@uptime-solutions.com,2,3,18,2,2,2023-03-12,,,2026-07-26,2026-07-26,
154,Deborah,Baker,1969-09-14,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee154@uptime-solutions.com,5,7,4,2,2,2025-05-15,,,2026-07-26,2026-07-26,
155,Michele,Austin,1999-06-10,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee155@uptime-solutions.com,4,6,7,1,1,2020-04-11,,,2026-07-26,2026-07-26,
156,Deanna,Meyers,1986-12-02,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee156@uptime-solutions.com,2,3,2,2,2,2020-06-15,,,2026-07-26,2026-07-26,
157,David,Adkins,1975-02-18,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee157@uptime-solutions.com,5,7,12,3,2,2023-04-13,,,2026-07-26,2026-07-26,
158,Matthew,Snyder,1972-05-09,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee158@uptime-solutions.com,5,7,16,1,1,2022-04-08,,,2026-07-26,2026-07-26,
159,Eric,Avila,1999-07-19,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee159@uptime-solutions.com,3,4,15,1,2,2022-06-21,,,2026-07-26,2026-07-26,
160,Anna,Ali,1972-08-29,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee160@uptime-solutions.com,3,4,20,3,2,2024-06-17,,,2026-07-26,2026-07-26,
161,Kim,Anderson,1968-07-22,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee161@uptime-solutions.com,2,3,3,2,2,2024-06-08,,,2026-07-26,2026-07-26,
162,Rachel,Bailey,1995-12-13,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee162@uptime-solutions.com,5,7,3,1,1,2023-03-29,,,2026-07-26,2026-07-26,
163,Tammy,Gay,2000-11-18,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee163@uptime-solutions.com,3,4,11,2,2,2020-11-13,,,2026-07-26,2026-07-26,
164,James,Brown,1989-08-06,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee164@uptime-solutions.com,5,7,4,2,2,2022-08-22,,,2026-07-26,2026-07-26,
165,Ralph,Barron,1973-08-25,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee165@uptime-solutions.com,5,7,1,1,2,2026-02-23,,,2026-07-26,2026-07-26,
166,Kimberly,Hoover,1991-02-25,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee166@uptime-solutions.com,2,3,7,1,3,2025-11-15,2026-01-08,12,2026-07-26,2026-07-26,
167,Christopher,Vance,1980-07-16,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee167@uptime-solutions.com,5,7,12,3,2,2020-09-17,,,2026-07-26,2026-07-26,
168,Tammy,Macias,1997-07-28,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee168@uptime-solutions.com,5,7,15,4,2,2026-10-29,,,2026-07-26,2026-07-26,
169,John,Warner,1991-05-24,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee169@uptime-solutions.com,3,4,14,3,2,2020-01-29,,,2026-07-26,2026-07-26,
170,Michelle,Kirby,1979-12-06,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee170@uptime-solutions.com,4,6,10,2,2,2022-09-10,,,2026-07-26,2026-07-26,
171,Derek,Stewart,1975-11-05,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee171@uptime-solutions.com,5,7,9,2,2,2023-01-01,,,2026-07-26,2026-07-26,
172,Rachel,Smith,1994-06-04,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee172@uptime-solutions.com,4,6,4,1,2,2023-07-13,,,2026-07-26,2026-07-26,
173,Erin,Grant,1999-04-04,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee173@uptime-solutions.com,1,2,4,3,3,2020-01-28,2022-08-24,10,2026-07-26,2026-07-26,
174,Richard,Mckinney,1971-07-28,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee174@uptime-solutions.com,5,7,2,1,1,2023-07-28,,,2026-07-26,2026-07-26,
175,Frank,Rodriguez,1990-06-20,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee175@uptime-solutions.com,4,6,7,3,2,2020-02-21,,,2026-07-26,2026-07-26,
176,Jerome,Raymond,1981-12-17,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee176@uptime-solutions.com,2,3,9,2,2,2020-03-27,,,2026-07-26,2026-07-26,
177,Sean,Frost,1967-06-25,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee177@uptime-solutions.com,2,3,4,2,2,2024-12-22,,,2026-07-26,2026-07-26,
178,Michelle,Brewer,1970-05-15,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee178@uptime-solutions.com,5,7,5,4,2,2021-04-03,,,2026-07-26,2026-07-26,
179,Austin,Bates,1966-09-13,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee179@uptime-solutions.com,1,2,19,2,1,2023-11-06,,,2026-07-26,2026-07-26,
180,James,Stokes,1986-12-07,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee180@uptime-solutions.com,3,4,2,2,2,2025-01-22,,,2026-07-26,2026-07-26,
181,Gregory,Davis,1972-11-04,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee181@uptime-solutions.com,4,6,6,2,2,2020-11-26,,,2026-07-26,2026-07-26,
182,Karen,Donaldson,1987-10-05,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee182@uptime-solutions.com,3,4,19,4,2,2023-05-21,,,2026-07-26,2026-07-26,
183,Erica,Moore,1983-07-16,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee183@uptime-solutions.com,3,4,11,4,2,2020-08-28,,,2026-07-26,2026-07-26,
184,Benjamin,Cox,1986-07-08,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee184@uptime-solutions.com,4,6,13,2,2,2025-11-01,,,2026-07-26,2026-07-26,
185,Carol,Marshall,1987-12-02,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee185@uptime-solutions.com,3,4,20,3,3,2024-08-14,2024-12-22,14,2026-07-26,2026-07-26,
186,Justin,King,1977-04-23,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee186@uptime-solutions.com,1,2,7,2,3,2021-06-08,2022-11-30,8,2026-07-26,2026-07-26,
187,Joshua,Thompson,2000-01-01,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee187@uptime-solutions.com,2,3,19,2,2,2025-10-04,,,2026-07-26,2026-07-26,
188,Christopher,Wallace,1995-05-24,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee188@uptime-solutions.com,5,7,8,4,2,2021-03-23,,,2026-07-26,2026-07-26,
189,Glenn,Williams,1996-03-17,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee189@uptime-solutions.com,1,2,19,2,2,2023-01-02,,,2026-07-26,2026-07-26,
190,Judy,Benton,1977-07-07,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee190@uptime-solutions.com,4,5,17,4,2,2024-12-28,,,2026-07-26,2026-07-26,
191,Matthew,Jacobson,1984-07-15,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee191@uptime-solutions.com,5,7,3,3,2,2021-12-12,,,2026-07-26,2026-07-26,
192,Brenda,Brooks,1972-04-14,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee192@uptime-solutions.com,1,2,17,1,2,2026-05-28,,,2026-07-26,2026-07-26,
193,Amanda,Jordan,1986-03-10,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee193@uptime-solutions.com,2,3,15,2,2,2026-02-25,,,2026-07-26,2026-07-26,
194,Robert,Lopez,1998-05-04,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee194@uptime-solutions.com,5,7,3,4,3,2021-12-31,2022-06-27,1,2026-07-26,2026-07-26,
195,Danielle,Price,1973-04-27,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee195@uptime-solutions.com,3,4,1,2,2,2021-06-26,,,2026-07-26,2026-07-26,
196,Melissa,Allen,1977-09-23,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee196@uptime-solutions.com,2,3,7,1,2,2024-06-07,,,2026-07-26,2026-07-26,
197,Michael,Bennett,1990-06-10,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee197@uptime-solutions.com,4,6,9,2,2,2026-07-26,,,2026-07-26,2026-07-26,
198,David,Martinez,1971-09-27,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee198@uptime-solutions.com,5,7,13,2,2,2024-04-05,,,2026-07-26,2026-07-26,
199,Jordan,Ramos,1966-11-04,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee199@uptime-solutions.com,4,6,6,3,2,2022-08-28,,,2026-07-26,2026-07-26,
200,Antonio,Greer,1979-11-08,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee200@uptime-solutions.com,3,4,11,4,2,2025-06-23,,,2026-07-26,2026-07-26,
201,Kevin,Brown,1968-04-24,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee201@uptime-solutions.com,2,3,4,2,3,2020-02-06,2022-07-28,3,2026-07-26,2026-07-26,
202,Anthony,Anderson,1983-08-15,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee202@uptime-solutions.com,5,7,20,4,1,2025-10-09,,,2026-07-26,2026-07-26,
203,Monique,Fowler,1986-06-08,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee203@uptime-solutions.com,3,4,20,2,2,2023-05-15,,,2026-07-26,2026-07-26,
204,Jonathan,Gibson,1976-03-10,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee204@uptime-solutions.com,5,7,17,1,2,2024-03-31,,,2026-07-26,2026-07-26,
205,Terri,Newman,1995-05-12,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee205@uptime-solutions.com,2,3,18,3,3,2021-11-16,2023-11-27,9,2026-07-26,2026-07-26,
206,Kaitlin,Garner,1971-07-16,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee206@uptime-solutions.com,5,7,20,2,2,2026-10-16,,,2026-07-26,2026-07-26,
207,Heather,Williams,1986-11-21,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee207@uptime-solutions.com,4,6,19,2,2,2021-07-01,,,2026-07-26,2026-07-26,
208,Crystal,Smith,2000-08-22,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee208@uptime-solutions.com,3,4,17,1,2,2026-08-27,,,2026-07-26,2026-07-26,
209,Nathan,Robertson,1986-01-03,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee209@uptime-solutions.com,2,3,15,2,3,2020-07-28,2025-12-25,10,2026-07-26,2026-07-26,
210,Kathy,Mendoza,2000-12-31,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee210@uptime-solutions.com,2,3,9,4,1,2023-07-30,,,2026-07-26,2026-07-26,
211,Erin,Roberson,1975-10-18,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee211@uptime-solutions.com,1,2,11,2,2,2025-02-13,,,2026-07-26,2026-07-26,
212,Brian,Hart,1969-04-30,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee212@uptime-solutions.com,4,5,20,2,2,2025-09-20,,,2026-07-26,2026-07-26,
213,Joshua,Thomas,1975-03-17,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee213@uptime-solutions.com,1,2,6,3,2,2021-07-22,,,2026-07-26,2026-07-26,
214,Amy,Avila,1985-04-28,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee214@uptime-solutions.com,1,2,16,3,2,2026-03-17,,,2026-07-26,2026-07-26,
215,Kyle,Montoya,1969-09-22,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee215@uptime-solutions.com,3,4,19,4,2,2023-12-12,,,2026-07-26,2026-07-26,
216,Jeffrey,Brooks,1965-11-14,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee216@uptime-solutions.com,5,7,2,1,2,2026-04-01,,,2026-07-26,2026-07-26,
217,Patricia,Meyer,1966-10-31,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee217@uptime-solutions.com,4,6,10,1,2,2022-05-05,,,2026-07-26,2026-07-26,
218,Melissa,Davis,1986-08-23,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee218@uptime-solutions.com,4,6,5,1,2,2020-09-06,,,2026-07-26,2026-07-26,
219,Patricia,Davis,1981-09-18,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee219@uptime-solutions.com,4,6,1,1,2,2020-06-12,,,2026-07-26,2026-07-26,
220,Mark,Welch,1990-09-06,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee220@uptime-solutions.com,4,6,8,4,2,2021-09-30,,,2026-07-26,2026-07-26,
221,Jeremy,Salazar,1975-03-10,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee221@uptime-solutions.com,3,4,2,4,2,2025-03-05,,,2026-07-26,2026-07-26,
222,Brandon,Armstrong,1997-03-17,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee222@uptime-solutions.com,4,6,14,1,2,2020-02-22,,,2026-07-26,2026-07-26,
223,Thomas,Wagner,1978-01-25,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee223@uptime-solutions.com,1,2,10,4,2,2021-09-24,,,2026-07-26,2026-07-26,
224,Sara,Jackson,1993-07-17,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee224@uptime-solutions.com,4,5,2,2,2,2021-04-30,,,2026-07-26,2026-07-26,
225,Robert,Freeman,1988-07-11,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee225@uptime-solutions.com,1,2,5,3,3,2024-09-19,2026-02-19,13,2026-07-26,2026-07-26,
226,Derek,Simon,1973-08-29,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee226@uptime-solutions.com,2,3,12,3,2,2023-01-05,,,2026-07-26,2026-07-26,
227,Charles,Jennings,1968-05-27,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee227@uptime-solutions.com,1,1,12,2,2,2020-04-17,,,2026-07-26,2026-07-26,
228,Samuel,Rodriguez,1990-05-06,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee228@uptime-solutions.com,1,2,18,4,2,2025-01-14,,,2026-07-26,2026-07-26,
229,Oscar,English,1972-01-25,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee229@uptime-solutions.com,4,6,19,1,2,2023-12-11,,,2026-07-26,2026-07-26,
230,Laurie,Morton,1984-05-28,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee230@uptime-solutions.com,3,4,18,2,2,2023-08-03,,,2026-07-26,2026-07-26,
231,Jonathan,Randall,1986-09-19,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee231@uptime-solutions.com,3,4,17,3,2,2024-04-06,,,2026-07-26,2026-07-26,
232,Jennifer,Hunter,1996-05-13,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee232@uptime-solutions.com,2,3,4,3,3,2024-09-06,2025-01-15,12,2026-07-26,2026-07-26,
233,Erin,Branch,1982-06-02,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee233@uptime-solutions.com,2,3,19,4,1,2026-12-10,,,2026-07-26,2026-07-26,
234,Sarah,Floyd,1985-12-10,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee234@uptime-solutions.com,5,7,6,2,1,2025-01-04,,,2026-07-26,2026-07-26,
235,Tracy,Guzman,1999-09-25,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee235@uptime-solutions.com,1,2,20,3,2,2021-07-07,,,2026-07-26,2026-07-26,
236,David,Sanchez,2000-11-17,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee236@uptime-solutions.com,1,2,9,3,2,2021-05-02,,,2026-07-26,2026-07-26,
237,Christopher,Thornton,1970-10-24,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee237@uptime-solutions.com,2,3,5,1,3,2026-05-27,2026-07-14,8,2026-07-26,2026-07-26,
238,Katherine,Moore,1979-05-10,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee238@uptime-solutions.com,5,7,2,2,2,2021-12-14,,,2026-07-26,2026-07-26,
239,Shannon,Padilla,1976-09-01,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee239@uptime-solutions.com,4,5,3,1,2,2022-05-30,,,2026-07-26,2026-07-26,
240,Katie,Johnson,1977-03-06,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee240@uptime-solutions.com,5,7,16,1,2,2024-11-10,,,2026-07-26,2026-07-26,
241,Gregory,Morgan,1996-09-27,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee241@uptime-solutions.com,2,3,3,4,2,2021-08-22,,,2026-07-26,2026-07-26,
242,Heather,Yang,1999-02-02,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee242@uptime-solutions.com,2,3,8,3,1,2022-05-23,,,2026-07-26,2026-07-26,
243,Donald,Mclaughlin,1969-04-11,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee243@uptime-solutions.com,5,7,13,2,2,2020-11-30,,,2026-07-26,2026-07-26,
244,Dana,Rivera,1972-03-20,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee244@uptime-solutions.com,5,7,12,1,1,2023-01-30,,,2026-07-26,2026-07-26,
245,William,Mcclure,1986-11-23,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee245@uptime-solutions.com,1,1,1,4,2,2026-06-06,,,2026-07-26,2026-07-26,
246,Amy,Rasmussen,2000-08-24,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee246@uptime-solutions.com,4,5,12,4,1,2021-08-28,,,2026-07-26,2026-07-26,
247,Brandon,Hopkins,1982-07-15,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee247@uptime-solutions.com,3,4,14,2,1,2026-05-27,,,2026-07-26,2026-07-26,
248,Juan,Melton,1982-11-06,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee248@uptime-solutions.com,2,3,10,3,2,2026-04-02,,,2026-07-26,2026-07-26,
249,Meghan,Williams,1967-07-07,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee249@uptime-solutions.com,5,7,14,3,2,2024-07-22,,,2026-07-26,2026-07-26,
250,Cathy,Ward,1972-12-05,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee250@uptime-solutions.com,4,6,2,3,1,2023-04-10,,,2026-07-26,2026-07-26,
251,Michael,Smith,1986-08-18,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee251@uptime-solutions.com,2,3,11,3,2,2021-06-02,,,2026-07-26,2026-07-26,
252,Vickie,Stevens,1970-09-10,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee252@uptime-solutions.com,5,7,16,1,2,2026-06-29,,,2026-07-26,2026-07-26,
253,David,Kelly,1995-09-28,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee253@uptime-solutions.com,1,2,20,1,1,2026-05-24,,,2026-07-26,2026-07-26,
254,Madison,Rodriguez,1994-03-15,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee254@uptime-solutions.com,1,1,6,2,2,2023-09-03,,,2026-07-26,2026-07-26,
255,Jerome,Acevedo,1993-04-29,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee255@uptime-solutions.com,3,4,14,3,2,2026-02-15,,,2026-07-26,2026-07-26,
256,Denise,Powell,1980-08-24,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee256@uptime-solutions.com,1,1,2,1,3,2025-03-15,2025-05-09,5,2026-07-26,2026-07-26,
257,Steven,Santos,1989-12-10,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee257@uptime-solutions.com,4,6,13,1,2,2024-01-02,,,2026-07-26,2026-07-26,
258,Bill,Johnson,1999-07-17,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee258@uptime-solutions.com,1,1,14,3,2,2021-12-22,,,2026-07-26,2026-07-26,
259,Ashley,Holloway,1970-05-24,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee259@uptime-solutions.com,4,6,9,2,2,2022-07-19,,,2026-07-26,2026-07-26,
260,Jeremy,Cooper,1988-03-11,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee260@uptime-solutions.com,2,3,8,3,2,2025-10-19,,,2026-07-26,2026-07-26,
261,Monica,Mcbride,1974-06-06,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee261@uptime-solutions.com,3,4,9,1,1,2025-05-02,,,2026-07-26,2026-07-26,
262,Carol,Cook,1977-01-02,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee262@uptime-solutions.com,2,3,9,2,2,2025-11-22,,,2026-07-26,2026-07-26,
263,John,Hoffman,1978-01-29,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee263@uptime-solutions.com,5,7,12,3,2,2025-07-30,,,2026-07-26,2026-07-26,
264,Jeffrey,Tate,1982-05-23,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee264@uptime-solutions.com,3,4,14,4,2,2022-02-14,,,2026-07-26,2026-07-26,
265,William,Decker,1977-07-30,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee265@uptime-solutions.com,2,3,2,3,1,2021-04-12,,,2026-07-26,2026-07-26,
266,Matthew,Alvarado,1999-09-03,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee266@uptime-solutions.com,4,6,9,4,2,2023-07-13,,,2026-07-26,2026-07-26,
267,Melissa,Olsen,1976-10-07,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee267@uptime-solutions.com,4,6,2,3,2,2022-04-27,,,2026-07-26,2026-07-26,
268,Megan,Hernandez,1965-01-13,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee268@uptime-solutions.com,3,4,15,1,2,2026-04-02,,,2026-07-26,2026-07-26,
269,Savannah,Rodriguez,1971-09-27,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee269@uptime-solutions.com,2,3,19,1,2,2020-10-10,,,2026-07-26,2026-07-26,
270,Angela,Lynch,1979-02-11,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee270@uptime-solutions.com,4,6,9,2,2,2026-05-31,,,2026-07-26,2026-07-26,
271,Dwayne,Parks,1994-10-20,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee271@uptime-solutions.com,5,7,17,1,2,2025-07-24,,,2026-07-26,2026-07-26,
272,Pamela,Henderson,1997-02-03,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee272@uptime-solutions.com,2,3,12,3,2,2020-05-25,,,2026-07-26,2026-07-26,
273,Tyler,Castillo,1990-02-15,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee273@uptime-solutions.com,3,4,1,4,2,2023-10-31,,,2026-07-26,2026-07-26,
274,Joshua,Reid,1965-12-04,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee274@uptime-solutions.com,4,6,10,2,1,2026-06-04,,,2026-07-26,2026-07-26,
275,Andrew,Wagner,1991-05-31,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee275@uptime-solutions.com,5,7,16,2,2,2020-08-11,,,2026-07-26,2026-07-26,
276,Carlos,Flores,1975-03-27,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee276@uptime-solutions.com,1,1,4,2,2,2022-09-05,,,2026-07-26,2026-07-26,
277,Amy,Higgins,1973-04-03,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee277@uptime-solutions.com,3,4,3,2,2,2023-10-13,,,2026-07-26,2026-07-26,
278,Ryan,Herrera,1983-04-05,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee278@uptime-solutions.com,1,2,5,3,3,2021-08-02,2021-08-02,4,2026-07-26,2026-07-26,
279,Jill,Johnson,1981-01-06,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee279@uptime-solutions.com,1,2,5,3,2,2021-03-30,,,2026-07-26,2026-07-26,
280,Pamela,Smith,1969-04-03,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee280@uptime-solutions.com,5,7,2,1,3,2021-05-30,2025-02-15,6,2026-07-26,2026-07-26,
281,Justin,Long,1982-05-29,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee281@uptime-solutions.com,1,2,4,2,2,2024-09-04,,,2026-07-26,2026-07-26,
282,Andrew,Gutierrez,1967-03-02,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee282@uptime-solutions.com,1,2,16,1,2,2020-12-15,,,2026-07-26,2026-07-26,
283,Cheryl,Mckinney,1981-09-01,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee283@uptime-solutions.com,4,6,5,4,1,2023-09-11,,,2026-07-26,2026-07-26,
284,Shirley,Flores,1979-08-31,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee284@uptime-solutions.com,5,7,14,4,2,2026-02-04,,,2026-07-26,2026-07-26,
285,Thomas,Washington,1993-10-11,https://i.postimg.cc/vBmS1G0T/male-01.jpg,employee285@uptime-solutions.com,5,7,8,2,2,2024-07-17,,,2026-07-26,2026-07-26,
286,Sandra,Wilson,1966-08-14,https://i.postimg.cc/V6NHSzK5/male-02.jpg,employee286@uptime-solutions.com,2,3,9,2,2,2023-09-29,,,2026-07-26,2026-07-26,
287,Christopher,Owens,1972-12-03,https://i.postimg.cc/MTGrcz9n/male-03.jpg,employee287@uptime-solutions.com,5,7,4,4,2,2026-04-02,,,2026-07-26,2026-07-26,
288,Kenneth,Cervantes,1993-11-09,https://i.postimg.cc/9MfN4cLr/male-04.jpg,employee288@uptime-solutions.com,1,2,5,1,2,2024-07-03,,,2026-07-26,2026-07-26,
289,Jeffrey,Hicks,1984-04-20,https://i.postimg.cc/HLzhsr98/female-01.jpg,employee289@uptime-solutions.com,5,7,19,1,2,2020-04-25,,,2026-07-26,2026-07-26,
290,John,Charles,1969-07-30,https://i.postimg.cc/vmhNH4tV/female-02.jpg,employee290@uptime-solutions.com,3,4,9,4,2,2022-04-14,,,2026-07-26,2026-07-26,
291,Linda,Patterson,1990-08-15,https://i.postimg.cc/k5spX2vt/female-03.jpg,employee291@uptime-solutions.com,2,3,10,2,2,2021-08-08,,,2026-07-26,2026-07-26,
292,Michelle,Martinez,1990-09-03,https://i.postimg.cc/5tgRNXSz/female-04.jpg,employee292@uptime-solutions.com,3,4,10,4,3,2024-04-10,2024-11-28,11,2026-07-26,2026-07-26,
